"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.532452208E0,-6.553372192E0,-8.658294983E0,1.531764679E0,1.096626929E1
1.542392208E0,-5.846542053E0,-8.472830658E0,8.451425171E-1,1.032885179E1
1.552332208E0,-4.982389069E0,-8.456664276E0,-1.483415222E-1,9.816383077E0
1.562271208E0,-3.999682617E0,-8.895850983E0,-5.587879944E-1,9.769640207E0
1.572211208E0,-3.625161438E0,-1.000609222E1,-1.481918335E-1,1.064357261E1
1.582151208E0,-4.190835114E0,-1.155821457E1,3.118016052E-1,1.229848134E1
1.592091208E0,-5.184768219E0,-1.254885452E1,5.553451538E-2,1.357787374E1
1.602031208E0,-5.414390717E0,-1.314671127E1,-4.321513367E-1,1.422457025E1
1.611971208E0,-5.420527954E0,-1.350312012E1,-6.102809143E-1,1.456326952E1
1.621910208E0,-4.554129639E0,-1.345641724E1,-5.426216125E-1,1.421652911E1
1.631850208E0,-2.411036224E0,-1.165910477E1,-5.406756592E-1,1.191805982E1
1.641790208E0,-1.103056183E0,-9.764794006E0,-3.917353821E-1,9.834703429E0
1.651730208E0,-9.620494080E-1,-8.932225342E0,7.828720093E-2,8.984226038E0
1.661670208E0,-5.243595886E-1,-7.879165192E0,6.262976074E-1,7.921391657E0
1.671610208E0,-6.529421997E-1,-6.909182281E0,8.044271851E-1,6.986432309E0
1.681549208E0,-4.932243347E-1,-6.455026703E0,8.854087830E-1,6.534109633E0
1.691489208E0,-4.837939453E-1,-6.301895142E0,9.066645813E-1,6.385137400E0
1.701429208E0,-6.800358582E-1,-6.288722534E0,6.246510315E-1,6.356152043E0
1.711369208E0,-9.654922485E-1,-6.588698730E0,1.712438965E-1,6.661264949E0
1.721309208E0,-1.472787323E0,-7.213200073E0,-3.529660034E-1,7.370477786E0
1.731249208E0,-2.066602478E0,-8.073161774E0,-7.719447327E-1,8.369150823E0
1.741188208E0,-2.541714478E0,-9.067543945E0,-1.146615601E0,9.486590168E0
1.751128208E0,-2.917133789E0,-9.928403778E0,-1.631008301E0,1.047583215E1
1.761068208E0,-3.125201111E0,-1.042926224E1,-2.085014191E0,1.108529102E1
1.771008208E0,-3.084934845E0,-1.062700104E1,-2.431244202E0,1.132964794E1
1.780948208E0,-2.778671722E0,-1.048659302E1,-2.665956116E0,1.117125649E1
1.790888208E0,-2.422412567E0,-1.025667114E1,-2.791395264E0,1.090226000E1
1.800828208E0,-2.183209991E0,-1.006042923E1,-2.803969116E0,1.066962441E1
1.810767208E0,-2.130669250E0,-9.975406036E0,-2.727328491E0,1.055873088E1
1.820707208E0,-2.319277039E0,-1.007494904E1,-2.507884827E0,1.063828606E1
1.830647208E0,-2.370470581E0,-1.011850845E1,-2.118993530E0,1.060629425E1
1.840587208E0,-2.041754150E0,-1.011731094E1,-1.671274567E0,1.045571133E1
1.850527208E0,-1.719923401E0,-1.005054977E1,-1.515598297E0,1.030867234E1
1.860467208E0,-1.403331757E0,-1.002420456E1,-1.410367126E0,1.021974327E1
1.870406208E0,-1.034199371E0,-9.960437164E0,-1.454375610E0,1.011904567E1
1.880346208E0,-6.212081909E-1,-9.852212219E0,-1.484313354E0,9.982743679E0
1.890286208E0,-3.796105957E-1,-9.643546143E0,-1.327589264E0,9.741898155E0
1.900226208E0,-3.071612549E-1,-9.371561737E0,-1.072968750E0,9.437784664E0
1.910166208E0,-4.061054993E-1,-9.051826630E0,-8.741821289E-1,9.103003977E0
1.920106208E0,-4.302053833E-1,-8.610095215E0,-8.454418945E-1,8.662193041E0
1.930045208E0,-4.423301697E-1,-8.080197144E0,-9.636959839E-1,8.149475554E0
1.939985208E0,-7.453001404E-1,-7.590116272E0,-1.110390930E0,7.707029605E0
1.949925208E0,-1.205143890E0,-7.496411133E0,-1.262474670E0,7.696908078E0
1.959865208E0,-1.464704132E0,-8.179590454E0,-1.275796967E0,8.407063464E0
1.969805208E0,-1.566043396E0,-8.885522461E0,-1.113384705E0,9.090909021E0
1.979745208E0,-1.705253906E0,-9.219328308E0,-8.840615845E-1,9.417296333E0
1.989685208E0,-1.790576477E0,-9.619895325E0,-6.010002136E-1,9.803558101E0
1.999624208E0,-1.739532623E0,-1.000235001E1,-4.532574463E-1,1.016259916E1
2.009564208E0,-1.545985107E0,-1.025786865E1,-3.872447205E-1,1.038093915E1
2.019504208E0,-1.244811401E0,-1.038824753E1,-4.661306763E-1,1.047294228E1
2.029444208E0,-9.322613525E-1,-1.038794815E1,-6.789880371E-1,1.045177510E1
2.039384208E0,-7.038363647E-1,-1.017568954E1,-9.557624817E-1,1.024468278E1
2.049324208E0,-5.254074097E-1,-9.976154480E0,-1.218915253E0,1.006406804E1
2.059263208E0,-3.240760803E-1,-9.921967163E0,-1.431323547E0,1.002991250E1
2.069203208E0,-5.523513794E-2,-9.967322845E0,-1.618584137E0,1.009803893E1
2.079143208E0,1.499880981E-1,-9.942474518E0,-1.833537140E0,1.011123901E1
2.089083208E0,2.392025757E-1,-9.845925293E0,-1.907782745E0,1.003190399E1
2.099023208E0,1.197509766E-1,-9.766440582E0,-1.877845001E0,9.946054685E0
2.108963208E0,-1.490899658E-1,-9.806407471E0,-1.822759552E0,9.975485336E0
2.118902208E0,-4.323010254E-1,-9.958191833E0,-1.636696472E0,1.010105163E1
2.128842208E0,-7.523355103E-1,-1.008737320E1,-1.314716034E0,1.020046984E1
2.138782208E0,-9.370513916E-1,-1.041564056E1,-1.025816803E0,1.050789864E1
2.148722208E0,-1.083297272E0,-1.076486435E1,-7.908055115E-1,1.084809710E1
2.158662208E0,-1.444645844E0,-1.104148911E1,-5.002597046E-1,1.114682659E1
2.168602208E0,-1.871258698E0,-1.116752701E1,-3.336561584E-1,1.132813290E1
2.178541208E0,-2.328258362E0,-1.102921463E1,-4.239184570E-1,1.128025129E1
2.188481208E0,-2.754122772E0,-1.067954178E1,-7.011419678E-1,1.105121735E1
2.198421208E0,-3.065175934E0,-1.046084656E1,-1.040336609E0,1.095020157E1
2.208361208E0,-3.285966797E0,-1.033899994E1,-1.351689148E0,1.093250022E1
2.218301208E0,-3.402424622E0,-1.022209305E1,-1.679657135E0,1.090361993E1
2.228241208E0,-3.650309143E0,-9.997260590E0,-1.959275665E0,1.082167904E1
2.238180208E0,-3.849844208E0,-9.855056305E0,-2.121687927E0,1.079096821E1
2.248120208E0,-3.971241760E0,-9.745035095E0,-2.103725281E0,1.073136199E1
2.258060208E0,-3.775748291E0,-1.040067169E1,-1.829944611E0,1.121512122E1
2.268000208E0,-3.150199127E0,-1.133966904E1,-1.339414673E0,1.184507831E1
2.277940208E0,-2.470762024E0,-1.152198990E1,-1.052461395E0,1.183083223E1
2.287880208E0,-2.102228394E0,-1.152812714E1,-1.162482605E0,1.177575668E1
2.297819208E0,-2.268382874E0,-1.138412659E1,-1.333726501E0,1.168429396E1
2.307759208E0,-2.823877716E0,-1.104897354E1,-1.383273468E0,1.148771288E1
2.317699208E0,-3.615281982E0,-1.093610825E1,-1.310824127E0,1.159254016E1
2.327639208E0,-4.290827179E0,-1.117471207E1,-1.232536926E0,1.203347560E1
2.337579208E0,-4.662953339E0,-1.143382324E1,-1.107097778E0,1.239762531E1
2.347519208E0,-4.786745911E0,-1.158231445E1,-8.454418945E-1,1.256096002E1
2.357459208E0,-4.761897583E0,-1.144998962E1,-3.870950317E-1,1.240676322E1
2.367398208E0,-4.464915161E0,-1.105196732E1,7.694000244E-2,1.192004063E1
2.377338208E0,-4.036506042E0,-1.066636917E1,3.192860413E-1,1.140906464E1
2.387278208E0,-3.444487152E0,-1.054182816E1,3.119512939E-1,1.109468099E1
2.397218208E0,-2.639161835E0,-1.058778259E1,1.959425354E-1,1.091351038E1
2.407158208E0,-1.810036011E0,-1.092203751E1,3.656895447E-1,1.107704214E1
2.417098208E0,-9.253756714E-1,-1.137813904E1,5.412744141E-1,1.142853211E1
