"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.890879208E0,-8.040080566E0,-8.904233551E0,3.126248932E0,1.239764909E1
2.900819208E0,-8.202941895E0,-9.245374146E0,3.354823608E0,1.280703089E1
2.910760208E0,-8.275989990E0,-9.535919952E0,3.572171631E0,1.312197355E1
2.920700208E0,-8.255782013E0,-9.715097351E0,3.912114716E0,1.333587998E1
2.930641208E0,-8.070916443E0,-9.875413971E0,4.478985901E0,1.351757404E1
2.940581208E0,-7.801925812E0,-9.957593079E0,4.865781555E0,1.355358021E1
2.950522208E0,-7.616162109E0,-1.001986359E1,4.726271667E0,1.344400370E1
2.960462208E0,-7.438930664E0,-9.984387360E0,4.088298340E0,1.310495569E1
2.970403208E0,-6.823260956E0,-9.637558594E0,4.089944916E0,1.249668257E1
2.980343208E0,-5.742508392E0,-9.039402466E0,4.041296082E0,1.144636508E1
2.990284208E0,-4.713997192E0,-8.530161438E0,3.366349640E0,1.031104910E1
3.000224208E0,-4.426894226E0,-8.304430847E0,2.140399017E0,9.651024409E0
3.010165208E0,-4.072131958E0,-8.227640533E0,1.266366577E0,9.267146904E0
3.020105208E0,-3.534300385E0,-8.104446716E0,1.012195129E0,8.899318781E0
3.030046208E0,-3.190615082E0,-8.474477234E0,9.978250122E-1,9.110018866E0
3.039986208E0,-3.291654968E0,-9.158105621E0,1.029109955E0,9.785957199E0
3.049927208E0,-3.849993896E0,-1.009306137E1,9.035211182E-1,1.084014258E1
3.059867208E0,-4.343218231E0,-1.066651886E1,1.035097504E0,1.156328656E1
3.069808208E0,-4.352199554E0,-1.106049957E1,1.854942627E0,1.202984222E1
3.079748208E0,-3.941902771E0,-1.127260849E1,2.982248383E0,1.230870038E1
3.089689208E0,-3.259771271E0,-1.117426300E1,3.718567200E0,1.221957464E1
3.099629208E0,-2.829565887E0,-1.129940277E1,3.856280823E0,1.227003863E1
3.109570208E0,-2.525847473E0,-1.129625931E1,3.582500153E0,1.211691739E1
3.119510208E0,-2.543660431E0,-1.117845428E1,3.317251740E0,1.193449654E1
3.129451208E0,-2.999911652E0,-1.134430939E1,3.236569519E0,1.217243639E1
3.139391208E0,-3.653751984E0,-1.152618118E1,3.026107178E0,1.246435240E1
3.149332208E0,-3.842958527E0,-1.070379135E1,2.574196930E0,1.166044465E1
3.159272208E0,-3.720962219E0,-9.676178284E0,2.006577301E0,1.055937207E1
3.169213208E0,-3.116519165E0,-8.748407593E0,1.295855255E0,9.376916762E0
