"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.604774750E0,-1.754202118E0,4.517156525E0,1.277383667E1,1.366209469E1
2.614715750E0,-1.542691956E0,4.359384613E0,1.143726608E1,1.233674139E1
2.624657750E0,-1.251397705E0,3.966451721E0,1.046473846E1,1.126097183E1
2.634598750E0,-7.936495972E-1,3.414699097E0,9.695039063E0,1.030940503E1
2.644539750E0,-3.944297791E-1,2.778671722E0,9.002279663E0,9.429614548E0
2.654481750E0,-1.017883301E-1,2.189945984E0,8.297694855E0,8.582421813E0
2.664422750E0,2.561174011E-1,1.576072540E0,7.502698059E0,7.670728710E0
2.674363750E0,5.105882263E-1,7.756869507E-1,6.911577301E0,6.973685637E0
2.684305750E0,6.753955078E-1,-1.811233521E-2,6.874005432E0,6.907129493E0
2.694246750E0,6.804849243E-1,-4.593946838E-1,6.624324646E0,6.675011627E0
2.704187750E0,4.198768616E-1,-5.981561279E-1,5.863756256E0,5.909122165E0
2.714129750E0,1.700463867E-1,-5.399272156E-1,4.789739685E0,4.823074064E0
2.724070750E0,2.739303589E-2,-3.200344849E-1,3.676354980E0,3.690360198E0
2.734011750E0,-1.107696533E-2,-1.113684082E-1,2.637215881E0,2.639589594E0
2.743953750E0,-2.933898926E-2,-2.933898926E-2,1.882934418E0,1.883391508E0
2.753894750E0,-5.538482666E-3,1.209484863E-1,1.429227905E0,1.434347105E0
2.763835750E0,3.562591553E-2,2.604583740E-1,1.164877625E0,1.194172371E0
2.773777750E0,4.445755005E-2,3.055146790E-1,1.057999878E0,1.102124963E0
2.783718750E0,1.047821045E-2,3.969744873E-1,1.169817352E0,1.235383007E0
2.793659750E0,-9.565109253E-2,5.578898621E-1,1.436712341E0,1.544193181E0
2.803601750E0,-1.875599670E-1,8.863069153E-1,1.741927643E0,1.963423185E0
2.813542750E0,-3.005749512E-1,1.264570312E0,1.964215393E0,2.355339782E0
2.823483750E0,-6.271957397E-1,1.662891998E0,2.327659607E0,2.928580465E0
2.833425750E0,-1.085392914E0,1.991608429E0,3.144960022E0,3.877545029E0
2.843366750E0,-1.603315887E0,2.220781860E0,4.691244507E0,5.432335495E0
2.853307750E0,-2.155218201E0,2.390528870E0,7.292385406E0,7.971102727E0
2.863249750E0,-2.587369537E0,2.410138092E0,1.095751373E1,1.151392001E1
2.873190750E0,-3.184028778E0,2.080972595E0,1.516286865E1,1.563269241E1
2.883132750E0,-3.609444122E0,1.494192810E0,1.906225983E1,1.945842873E1
2.893073750E0,-3.794459381E0,1.257684631E0,2.102497833E1,2.140162159E1
2.903014750E0,-3.643722839E0,1.653910675E0,2.128498764E1,2.165785852E1
2.912956583E0,-3.183729401E0,2.430046692E0,2.078832047E1,2.117062889E1
2.922897583E0,-2.689307556E0,3.260669403E0,2.024734543E1,2.068379407E1
2.932838583E0,-2.484683075E0,3.833677826E0,1.981384689E1,2.033369775E1
2.942780583E0,-2.624342651E0,4.174519043E0,1.950938004E1,2.012286493E1
2.952721583E0,-3.152893524E0,4.239783325E0,1.934771622E1,2.005618665E1
2.962662583E0,-3.765868835E0,4.073628845E0,1.907453430E1,1.986489564E1
2.972604583E0,-4.282145233E0,3.917802887E0,1.877680344E1,1.965335326E1
2.982545584E0,-4.721481628E0,3.788022766E0,1.826007797E1,1.923725429E1
2.992486584E0,-4.883444824E0,3.694766693E0,1.723950027E1,1.829479992E1
3.002428583E0,-4.531227264E0,3.733985138E0,1.565489548E1,1.671976130E1
3.012369583E0,-3.890260162E0,3.764821014E0,1.378707962E1,1.481187246E1
