"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.125027250E0,1.887874146E0,6.261778564E0,9.574090576E0,1.159470353E1
3.135034250E0,2.311493225E0,5.956114197E0,9.769134979E0,1.167280153E1
3.145040250E0,2.788551178E0,5.758824463E0,1.066232758E1,1.243484243E1
3.155046250E0,3.196303253E0,5.485941925E0,1.177780792E1,1.338015967E1
3.165052250E0,3.647914124E0,5.059329071E0,1.280422348E1,1.424262009E1
3.175058250E0,3.724405060E0,4.722679138E0,1.387928787E1,1.512645111E1
3.185064250E0,3.597768402E0,4.475992126E0,1.463596436E1,1.572227387E1
3.195070250E0,3.497177582E0,4.192631378E0,1.488908798E1,1.585854186E1
3.205077250E0,3.523672485E0,3.843407593E0,1.469973175E1,1.559712035E1
3.215083250E0,3.693718872E0,3.696113892E0,1.419632858E1,1.512747706E1
3.225089250E0,3.920646973E0,3.688180389E0,1.350581451E1,1.453895364E1
3.235095250E0,4.109105072E0,3.713328094E0,1.247565674E1,1.364974582E1
3.245101250E0,4.107608185E0,3.785627747E0,1.114881592E1,1.246994462E1
3.255107250E0,4.122127991E0,3.902534637E0,9.731413422E0,1.126597190E1
3.265113250E0,4.186045074E0,4.024980011E0,8.580756226E0,1.036112035E1
3.275119250E0,4.148473206E0,4.052971802E0,7.802674255E0,9.722043813E0
3.285126250E0,3.792663116E0,3.867357788E0,7.657176819E0,9.379397988E0
3.295132250E0,3.248843994E0,3.502566376E0,8.039930878E0,9.352189425E0
3.305138250E0,2.661016388E0,3.171604614E0,8.575367432E0,9.522447723E0
3.315144250E0,2.080224152E0,2.909200287E0,8.998387756E0,9.683065684E0
3.325150250E0,1.530417480E0,2.686313782E0,9.076225891E0,9.588343748E0
