"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.026543250E0,5.733078003E-2,9.330097961E-1,2.182910614E0,2.374635308E0
2.036482250E0,-7.005432129E-2,1.197809143E0,2.128723297E0,2.443586959E0
2.046421250E0,-2.573149109E-1,1.596130829E0,2.297871552E0,2.809636676E0
2.056361250E0,-2.332150269E-1,2.028431854E0,2.668051758E0,3.359676356E0
2.066300250E0,-1.571731567E-2,2.370021515E0,3.533252563E0,4.254541420E0
2.076239250E0,-2.438429260E-1,2.733615417E0,4.977149963E0,5.683672614E0
2.086178250E0,-1.028211823E0,3.159180450E0,6.950047302E0,7.703297876E0
2.096117250E0,-1.936522980E0,3.808380432E0,9.260642395E0,1.019869503E1
2.106056250E0,-2.998414764E0,4.788542175E0,1.156255554E1,1.286908380E1
2.115995250E0,-3.234473877E0,5.786666565E0,1.365580261E1,1.517986417E1
2.125934250E0,-2.810854797E0,6.477629700E0,1.592194016E1,1.741748459E1
2.135873250E0,-1.582509155E0,7.085066528E0,1.814152451E1,1.954014878E1
2.145812250E0,7.229965210E-2,7.543862457E0,2.114173553E1,2.244745129E1
2.155752250E0,9.363029480E-1,7.777975616E0,2.533406754E1,2.651770250E1
2.165691250E0,8.951385498E-1,7.277117157E0,2.951412506E1,3.041120329E1
2.175630250E0,-2.621049500E-1,5.922733612E0,3.273797104E1,3.327044064E1
2.185569250E0,-2.217488708E0,4.376449127E0,3.429623062E1,3.464537484E1
2.195508250E0,-3.436254272E0,3.086282043E0,3.421195587E1,3.452232473E1
2.205447250E0,-3.723207550E0,2.913092194E0,3.337594437E1,3.370907953E1
2.215386250E0,-3.285667419E0,3.792513428E0,3.242108002E1,3.280709067E1
2.225325250E0,-2.117646332E0,4.772375793E0,3.082659576E1,3.126562015E1
2.235264250E0,-6.053411865E-1,5.461542664E0,2.902404419E1,2.953963485E1
2.245204250E0,4.391867065E-1,5.916296997E0,2.809073502E1,2.871036135E1
2.255143250E0,1.339414673E0,5.786067810E0,2.798161194E1,2.860495095E1
2.265082250E0,2.301314392E0,5.232818298E0,2.779554886E1,2.837729676E1
2.275021250E0,3.036286011E0,4.680616608E0,2.706431946E1,2.763339632E1
2.284960250E0,3.266956329E0,4.079466705E0,2.566173615E1,2.618854242E1
2.294899250E0,2.887794800E0,3.410807190E0,2.342448853E1,2.384700457E1
2.304838250E0,2.003284149E0,2.742447052E0,2.058758789E1,2.086583184E1
2.314777250E0,9.279203796E-1,2.167941742E0,1.775038788E1,1.790634741E1
2.324716250E0,1.676513672E-1,1.555415497E0,1.494207779E1,1.502375163E1
2.334655250E0,-2.532733154E-1,1.055006104E0,1.206116867E1,1.210987097E1
2.344595250E0,-2.784210205E-1,6.363267517E-1,9.106163635E0,9.132614420E0
2.354534250E0,-1.892065430E-1,2.273771667E-1,6.120921478E0,6.128064885E0
2.364473250E0,-1.957928467E-1,-2.728825378E-1,3.425626373E0,3.442051099E0
2.374412250E0,-2.171983337E-1,-8.237370300E-1,1.212328949E0,1.481708234E0
2.384351250E0,-1.667532349E-1,-1.413809967E0,-4.689747620E-1,1.498867103E0
2.394290250E0,-2.058219910E-1,-1.797611847E0,-1.591640167E0,2.409790337E0
2.404229250E0,-3.736230469E-1,-1.889670410E0,-2.368824005E0,3.053158300E0
2.414168250E0,-5.501060486E-1,-1.701960754E0,-3.215613098E0,3.679599798E0
2.424107250E0,-5.876779175E-1,-1.452429657E0,-4.182153168E0,4.466018625E0
2.434046250E0,-5.218148804E-1,-1.275497589E0,-5.073250122E0,5.257095364E0
2.443986250E0,-2.556683350E-1,-1.044228516E0,-5.815556488E0,5.914091372E0
2.453925250E0,2.046244812E-1,-7.367678833E-1,-6.237978058E0,6.284669311E0
2.463864250E0,5.816903687E-1,-4.836442566E-1,-6.493945770E0,6.537859521E0
2.473803250E0,8.848100281E-1,-3.511697388E-1,-6.602021027E0,6.670299139E0
2.483742250E0,8.726852417E-1,-3.222798157E-1,-6.415957947E0,6.483051765E0
2.493681250E0,6.571334839E-1,-3.104544067E-1,-5.752387848E0,5.798117997E0
2.503619792E0,4.848417664E-1,-3.936813354E-1,-4.801565094E0,4.842012380E0
2.513558792E0,2.637515259E-1,-6.129753113E-1,-3.578757935E0,3.640441176E0
2.523497792E0,-5.523513794E-2,-7.593708801E-1,-2.313289490E0,2.435365130E0
2.533437792E0,-3.359014893E-1,-8.092172241E-1,-1.344204712E0,1.604540007E0
2.543376792E0,-4.568499756E-1,-7.451504517E-1,-6.679110718E-1,1.100030134E0
2.553315792E0,-4.718188477E-1,-6.366261292E-1,-1.336720276E-1,8.036006871E-1
2.563254792E0,-4.818479919E-1,-5.258564758E-1,3.504212952E-1,7.946682356E-1
2.573193792E0,-4.525090027E-1,-4.580474854E-1,9.117539978E-1,1.116184236E0
2.583132792E0,-4.525090027E-1,-3.938310242E-1,1.443747711E0,1.563417643E0
2.593071792E0,-4.980143738E-1,-3.784130859E-1,1.864971771E0,1.967062401E0
2.603010792E0,-4.026626587E-1,-3.233276367E-1,2.285896454E0,2.343501776E0
2.612949792E0,-3.092568970E-1,-1.661544800E-1,2.811902618E0,2.833733134E0
2.622888792E0,-1.472937012E-1,2.305206299E-2,3.315305786E0,3.318656247E0
2.632828792E0,4.580474854E-2,1.675016785E-1,3.451073456E0,3.455439608E0
2.642767792E0,3.002755737E-1,2.673440552E-1,3.162174225E0,3.187629855E0
2.652706792E0,5.557942200E-1,3.689826965E-1,2.834804993E0,2.912245661E0
2.662645792E0,6.861730957E-1,5.748046875E-1,2.863694916E0,3.000330401E0
2.672584792E0,6.303392029E-1,8.482859802E-1,3.265309753E0,3.432078729E0
2.682523792E0,2.914439392E-1,1.128652954E0,3.650458832E0,3.832055159E0
2.692462792E0,1.118174744E-1,1.256038055E0,3.865561523E0,4.066042380E0
2.702401792E0,8.996292114E-2,1.277593231E0,3.964954834E0,4.166677889E0
